tweet_id,retweet_count,favorite_count
828046555563323392,3193,12732
828011680017821696,2395,11199
827933404142436356,5853,21806
827653905312006145,3354,16711
827600520311402496,1055,8023
827324948884643840,3424,17191
827228250799742977,Not Exist,Not Exist
827199976799354881,2509,11458
826958653328592898,5605,23377
826848821049180160,11512,39574
826615380357632002,4412,0
826598799820865537,286,5544
826476773533745153,4699,19949
826240494070030336,2897,14363
826204788643753985,1053,5277
826115272272650244,3508,16992
825876512159186944,2096,11337
825829644528148480,2791,13795
825535076884762624,19279,56373
825147591692263424,5129,19854
825120256414846976,1444,0
825026590719483904,1444,6901
824796380199809024,6152,0
824775126675836928,3956,16242
824663926340194305,1947,10925
824325613288833024,11622,12784
824297048279236611,4337,16310
824025158776213504,665,5176
823939628516474880,3043,11558
823719002937630720,12644,0
823699002998870016,2709,13638
823581115634085888,2975,14145
823333489516937216,29,761
823322678127919110,4527,17120
823269594223824897,11092,0
822975315408461824,3867,18801
822872901745569793,49381,143896
822859134160621569,2564,14350
822647212903690241,7198,0
822610361945911296,3331,16040
822489057087389700,7198,19738
822462944365645825,16646,31167
822244816520155136,11092,38130
822163064745328640,5427,0
821886076407029760,2634,12358
821813639212650496,3752,0
821765923262631936,1865,9173
821522889702862852,1987,8721
821421320206483457,6290,0
821407182352777218,4910,12834
821153421864615936,10,275
821149554670182400,2266,9525
821107785811234820,2403,10456
821044531881721856,2575,13768
820837357901512704,7529,0
820749716845686786,11199,34373
820690176645140481,3629,13303
820494788566847489,637,0
820446719150292993,2909,0
820314633777061888,637,3636
820078625395449857,7072,21558
820013781606658049,1329,0
819952236453363712,1329,5807
819924195358416896,5456,14024
819711362133872643,3534,14650
819588359383371776,2216,10412
819347104292290561,1354,7866
819238181065359361,454,2494
819227688460238848,7529,25175
819015337530290176,41176,0
819015331746349057,21260,0
819006400881917954,21260,49130
819004803107983360,41176,93977
818646164899774465,23457,0
818627210458333184,8369,24194
818614493328580609,2914,10760
818588835076603904,6943,0
818536468981415936,2793,11912
818307523543449600,9150,0
818259473185828864,2565,12001
818145370475810820,2926,13417
817908911860748288,890,5268
817827839487737858,30548,56627
817777686764523521,3005,11671
817536400337801217,3421,12870
817502432452313088,3822,0
817423860136083457,16959,37433
817415592588222464,1090,6133
817181837579653120,9603,0
817171292965273600,2264,9519
817120970343411712,2955,13241
817056546584727552,1866,9350
816829038950027264,5332,0
816816676327063552,2302,10902
816697700272001025,2482,10698
816450570814898180,9150,33395
816336735214911488,2209,9389
816091915477250048,2430,9736
816062466425819140,1180,0
816014286006976512,6007,0
815990720817401858,1180,5449
815966073409433600,9603,24574
815745968457060357,4661,0
815736392542261248,2559,10740
815639385530101762,1860,8990
815390420867969024,4291,11281
814986499976527872,1465,8336
814638523311648768,3060,12308
814578408554463233,6581,0
814530161257443328,2098,9473
814153002265309185,9824,31431
813944609378369540,3647,0
813910438903693312,2128,10144
813812741911748608,15830,39707
813800681631023104,1999,9133
813217897535406080,8246,20412
813202720496779264,2036,10023
813187593374461952,4937,21697
813172488309972993,2173,10216
813157409116065792,2506,8460
813142292504645637,2665,9195
813130366689148928,500,4878
813127251579564032,3552,12984
813112105746448384,3131,11295
813096984823349248,4093,11502
813081950185472002,3129,10802
813066809284972545,2198,8698
813051746834595840,8271,22908
812781120811126785,2159,8267
812747805718642688,7866,0
812709060537683968,1620,7239
812503143955202048,1385,6659
812466873996607488,2181,8750
812372279581671427,4149,14964
811985624773361665,1590,7961
811744202451197953,1829,8262
811647686436880384,842,6097
811627233043480576,3551,14013
811386762094317568,7240,22860
810984652412424192,1615,5841
810896069567610880,2027,9904
810657578271330305,2986,12001
810284430598270976,12970,38850
810254108431155201,3797,16088
809920764300447744,4412,16960
809808892968534016,5560,0
809448704142938112,1664,7587
809220051211603969,6375,21843
809084759137812480,3964,14458
808838249661788160,3443,11063
808733504066486276,2448,8648
808501579447930884,2931,12366
808134635716833280,6756,0
808106460588765185,2465,9549
808001312164028416,3998,13784
807621403335917568,4164,15978
807106840509214720,61421,123434
807059379405148160,8302,0
807010152071229440,4317,14279
806629075125202948,39654,82515
806620845233815552,6249,0
806576416489959424,2185,5296
806542213899489280,2692,11185
806242860592926720,13250,0
806219024703037440,1359,7027
805958939288408065,6081,0
805932879469572096,2149,9052
805826884734976000,2075,7205
805823200554876929,9135,0
805520635690676224,1874,6274
805487436403003392,2865,9601
805207613751304193,1922,8521
804738756058218496,4362,15073
804475857670639616,2282,6748
804413760345620481,3637,0
804026241225523202,18382,48902
803773340896923648,3140,11017
803692223237865472,8439,0
803638050916102144,4696,12036
803380650405482500,2109,8480
803321560782307329,6056,0
803276597545603072,2797,11004
802952499103731712,2271,9899
802624713319034886,3316,0
802600418706604034,1665,7807
802572683846291456,2847,9802
802323869084381190,6626,17820
802247111496568832,Not Exist,Not Exist
802239329049477120,2948,9943
802185808107208704,306,0
801958328846974976,1933,8464
801854953262350336,264,1925
801538201127157760,2335,8978
801285448605831168,939,6656
801167903437357056,6756,26917
801127390143516673,4506,0
801115127852503040,2362,8852
800859414831898624,111,760
800855607700029440,1845,0
800751577355128832,3136,11515
800513324630806528,3409,14425
800459316964663297,2430,10361
800443802682937345,4911,0
800388270626521089,3171,12236
800188575492947969,4456,0
800141422401830912,2909,16789
800018252395122689,14947,31175
799774291445383169,5332,0
799757965289017345,2448,9225
799308762079035393,6293,0
799297110730567681,3153,10876
799063482566066176,2789,8881
798933969379225600,5079,14464
798925684722855936,1626,8148
798705661114773508,7514,0
798701998996647937,8873,0
798697898615730177,7403,0
798694562394996736,5659,0
798686750113755136,2636,0
798682547630837760,5382,0
798673117451325440,6316,0
798665375516884993,4422,0
798644042770751489,2099,0
798628517273620480,2225,0
798576900688019456,6691,0
798340744599797760,3816,0
798209839306514432,2888,11373
797971864723324932,3565,12793
797545162159308800,5497,15937
797236660651966464,7522,21955
797165961484890113,32,254
796904159865868288,10130,0
796865951799083009,2151,8414
796759840936919040,3477,13036
796563435802726400,8306,0
796484825502875648,2001,8326
796387464403357696,4725,12104
796177847564038144,16242,0
796149749086875649,16242,35566
796125600683540480,2031,5434
796116448414461957,2746,9965
796080075804475393,2624,9277
796031486298386433,4190,11861
795464331001561088,27044,54736
795400264262053889,3246,11086
795076730285391872,6152,17824
794926597468000259,2628,11291
794355576146903043,11687,0
794332329137291264,3000,10496
794205286408003585,3778,10122
793962221541933056,5560,18513
793845145112371200,2125,10115
793614319594401792,3557,0
793601777308463104,1853,8756
793500921481273345,2707,11747
793286476301799424,10434,27053
793271401113350145,2674,9484
793256262322548741,9445,21949
793241302385262592,3721,11575
793226087023144960,3239,10798
793210959003287553,3204,9813
793195938047070209,6369,16767
793180763617361921,2247,7585
793165685325201412,3157,10329
793150605191548928,1939,6777
793135492858580992,2816,7085
793120401413079041,4422,13937
792913359805018113,4566,15773
792883833364439040,4843,12419
792773781206999040,1912,8065
792394556390137856,4869,14842
792050063153438720,2034,7890
791821351946420224,23866,0
791784077045166082,10964,0
791780927877898241,4313,0
791774931465953280,25219,49524
791672322847637504,3557,12906
791406955684368384,4661,14418
791026214425268224,4683,0
790987426131050500,2418,10885
790946055508652032,5332,18252
790723298204217344,2630,0
790698755171364864,2157,9009
790581949425475584,8119,22712
790337589677002753,2116,8597
790277117346975746,3647,13801
790227638568808452,4064,0
789986466051088384,2630,10183
789960241177853952,4716,0
789903600034189313,4693,11414
789628658055020548,2018,8286
789599242079838210,2194,7470
789530877013393408,3823,12915
789314372632018944,2610,9454
789280767834746880,5605,0
789268448748703744,2941,10022
789137962068021249,3160,10664
788908386943430656,14065,30066
788765914992902144,11687,30126
788552643979468800,8201,0
788412144018661376,6018,17132
788178268662984705,2415,7954
788150585577050112,1478,6755
788070120937619456,3860,0
788039637453406209,1495,6737
787810552592695296,3457,9530
787717603741622272,3156,11208
787397959788929025,3208,11898
787322443945877504,1979,8559
787111942498508800,7595,0
786963064373534720,9082,29160
786729988674449408,2744,0
786709082849828864,6892,19939
786664955043049472,2912,11715
786595970293370880,3514,10319
786363235746385920,3968,11968
786286427768250368,3249,8767
786233965241827333,5427,16833
786051337297522688,174,1580
786036967502913536,8000,0
785872687017132033,2068,7334
785639753186217984,2500,8566
785533386513321988,2278,10001
785515384317313025,1434,6686
785264754247995392,1855,7976
785170936622350336,5507,13276
784826020293709826,3637,11129
784517518371221505,2870,9841
784431430411685888,1448,6226
784183165795655680,9135,22088
784057939640352768,12644,32818
783839966405230592,12258,33010
783821107061198850,2220,8069
783695101801398276,3634,11443
783466772167098368,2550,9286
783391753726550016,6243,18532
783347506784731136,6350,0
783334639985389568,13250,32037
783085703974514689,2501,8931
782969140009107456,8302,26454
782747134529531904,1571,8169
782722598790725632,6081,18911
782598640137187329,2130,8548
782305867769217024,6290,18265
782021823840026624,7065,0
781955203444699136,3805,12149
781661882474196992,3058,11435
781655249211752448,1258,4383
781524693396357120,6249,22730
781308096455073793,2876,7811
781251288990355457,2375,9256
781163403222056960,3075,10695
780931614150983680,8306,23688
780858289093574656,2252,7873
780800785462489090,1466,6039
780601303617732608,3752,13249
780543529827336192,1961,6905
780496263422808064,4207,0
780476555013349377,133,0
780459368902959104,1199,5782
780192070812196864,2529,9535
780092040432480260,2591,0
780074436359819264,5645,13419
779834332596887552,8000,20840
779377524342161408,3519,9663
779124354206535695,20784,0
779123168116150273,4108,12921
779056095788752897,5105,16187
778990705243029504,8223,21909
778774459159379968,11235,0
778764940568104960,413,937
778748913645780993,1507,7552
778650543019483137,1689,6320
778624900596654080,1140,5082
778408200802557953,4899,14895
778396591732486144,13817,0
778383385161035776,1241,6394
778286810187399168,3734,11355
778039087836069888,2982,9268
778027034220126208,1834,7176
777953400541634568,3969,0
777885040357281792,1850,6952
777684233540206592,3316,12285
777641927919427584,4813,0
777621514455814149,2812,9565
777189768882946048,4869,15631
776819012571455488,15451,0
776813020089548800,1364,5333
776477788987613185,3154,9694
776249906839351296,10345,0
776218204058357768,17993,32771
776201521193218049,2836,10479
776113305656188928,4911,12834
776088319444877312,171,1999
775898661951791106,17424,0
775842724423557120,3022,12782
775733305207554048,4506,15133
775729183532220416,5169,14106
775364825476165632,3365,8135
775350846108426240,4411,11084
775096608509886464,Not Exist,Not Exist
775085132600442880,5332,16974
774757898236878852,1985,9314
774639387460112384,1958,7344
774314403806253056,6293,23761
773985732834758656,4368,11721
773922284943896577,1946,6972
773704687002451968,1837,7195
773670353721753600,1459,5820
773547596996571136,6943,24056
773336787167145985,5746,0
773308824254029826,8413,25350
773247561583001600,3604,10218
773191612633579521,4617,10898
772877495989305348,4377,9373
772826264096874500,2610,8698
772615324260794368,3791,0
772581559778025472,1908,7063
772152991789019136,1264,4111
772117678702071809,823,4088
772114945936949249,527,2954
772102971039580160,1039,4367
771908950375665664,2123,7174
771770456517009408,3816,13112
771500966810099713,2937,9017
771380798096281600,5746,11509
771171053431250945,8485,0
771136648247640064,3275,10028
771102124360998913,1612,6780
771014301343748096,1859,7507
771004394259247104,247,0
770787852854652928,1373,5410
770772759874076672,1584,5661
770743923962707968,51130,0
770655142660169732,1966,7991
770414278348247044,2315,6863
770293558247038976,1673,6794
770093767776997377,3420,0
770069151037685760,2586,8243
769940425801170949,10832,34315
769695466921623552,1869,6970
769212283578875904,1923,5886
768970937022709760,7354,15715
768909767477751808,3042,0
768855141948723200,1004,4582
768609597686943744,1353,4490
768596291618299904,1436,5487
768554158521745409,6539,0
768473857036525572,3847,14833
768193404517830656,3969,11891
767884188863397888,1582,5185
767754930266464257,6056,17475
767500508068192258,2617,8141
767191397493538821,4283,13376
767122157629476866,3198,11020
766864461642756096,6352,0
766793450729734144,1528,5546
766714921925144576,428,2826
766693177336135680,888,4399
766423258543644672,1781,6558
766313316352462849,2114,7364
766078092750233600,2902,0
766069199026450432,979,4664
766008592277377025,559,4067
765719909049503744,2412,7869
765669560888528897,1366,5649
765395769549590528,3796,28640
765371061932261376,2411,7710
765222098633691136,3791,12651
764857477905154048,1972,6971
764259802650378240,1703,6586
763956972077010945,61,798
763837565564780549,4683,13734
763183847194451968,1658,5904
763167063695355904,3394,0
763103485927849985,2544,7998
762699858130116608,4064,13261
762471784394268675,7324,12295
762464539388485633,4716,11272
762316489655476224,1262,5253
762035686371364864,17475,34787
761976711479193600,2258,5883
761750502866649088,4423,0
761745352076779520,957,4635
761672994376806400,32525,53870
761599872357261312,1313,4496
761371037149827077,20023,0
761334018830917632,1616,5679
761292947749015552,1233,4864
761227390836215808,1727,5782
761004547850530816,3860,12248
760893934457552897,1084,4156
760656994973933572,2152,7190
760641137271070720,1446,5382
760539183865880579,4055,8242
760521673607086080,1566,4599
760290219849637889,12824,29103
760252756032651264,966,4276
760190180481531904,2022,6206
760153949710192640,37,0
759943073749200896,2329,6460
759923798737051648,6352,15970
759846353224826880,2214,7300
759793422261743616,2130,6487
759566828574212096,23684,0
759557299618865152,1313,5102
759447681597108224,2744,9244
759446261539934208,550,1814
759197388317847553,2168,6589
759159934323924993,1308,0
759099523532779520,4687,15791
759047813560868866,2248,7083
758854675097526272,995,3853
758828659922702336,4270,12158
758740312047005698,1781,6222
758474966123810816,1103,4144
758405701903519748,2144,5647
758355060040593408,1207,3722
758099635764359168,11235,20869
757741869644341248,3615,7473
757729163776290825,9074,0
757725642876129280,1364,4936
757611664640446465,1244,4945
757597904299253760,324,0
757596066325864448,1181,4734
757400162377592832,7591,16448
757393109802180609,1944,6332
757354760399941633,1586,4909
756998049151549440,2215,6803
756939218950160384,2234,7215
756651752796094464,1476,5503
756526248105566208,4050,11303
756303284449767430,1202,4289
756288534030475264,19409,45700
756275833623502848,1705,6991
755955933503782912,3205,7949
755206590534418437,5995,17861
755110668769038337,12333,23009
754874841593970688,8946,0
754856583969079297,2803,7457
754747087846248448,582,2797
754482103782404096,2162,5752
754449512966619136,820,4078
754120377874386944,2597,8503
754011816964026368,4011,9544
753655901052166144,2430,6334
753420520834629632,3981,8582
753398408988139520,2135,6274
753375668877008896,2591,8254
753298634498793472,6443,0
753294487569522689,1159,3694
753039830821511168,23357,40278
753026973505581056,1084,4219
752932432744185856,7595,13707
752917284578922496,1746,7444
752701944171524096,3214,0
752682090207055872,1790,6525
752660715232722944,1751,4788
752568224206688256,2545,6019
752309394570878976,18549,0
752173152931807232,2054,6452
751950017322246144,1038,3345
751937170840121344,1494,5662
751830394383790080,2171,6293
751793661361422336,3248,6354
751583847268179968,1241,4785
751538714308972544,1407,5449
751456908746354688,1102,3472
751251247299190784,6535,13553
751205363882532864,2035,6827
751132876104687617,1449,5515
750868782890057730,1550,5195
750719632563142656,5605,14317
750506206503038976,1279,4825
750429297815552001,4813,14287
750383411068534784,1270,4915
750381685133418496,35,745
750147208377409536,1072,3344
750132105863102464,1403,3923
750117059602808832,1437,4667
750101899009982464,935,3293
750086836815486976,606,2345
750071704093859840,3715,8482
750056684286914561,988,3382
750041628174217216,686,3436
750026558547456000,873,2934
750011400160841729,1011,3508
749996283729883136,892,3274
749981277374128128,2717,5531
749774190421639168,1458,5027
749417653287129088,1858,6606
749403093750648834,609,2837
749395845976588288,3853,9312
749317047558017024,2457,5940
749075273010798592,2299,6240
749036806121881602,872,3354
748977405889503236,3792,11617
748705597323898880,1046,2989
748699167502000129,1771,5120
748692773788876800,1472,4584
748575535303884801,2210,6559
748568946752774144,749,2366
748346686624440324,1376,5638
748337862848962560,4581,8294
748324050481647620,848,4005
748307329658011649,795,3966
748220828303695873,8632,15256
848690551926992896,4693,26660
841320156043304961,5964,21069
831315979191906304,1239,7007
808344865868283904,23457,46525
802265048156610565,1542,6949
799422933579902976,2162,8822
798585098161549313,6484,0
794983741416415232,3823,0
791312159183634433,2880,9655
785927819176054784,3570,12477
772193107915964416,1560,6550
769335591808995329,8623,0
758467244762497024,2480,5222
758041019896193024,423,2945
752519690950500352,3822,7990
752334515931054080,1233,4143
751598357617971201,3360,8552
749064354620928000,1679,5185
748932637671223296,2503,6336
851591660324737024,3741,17032
837012587749474308,Not Exist,Not Exist
826598365270007810,2630,10916
747963614829678593,2394,6264
747933425676525569,2831,7172
747885874273214464,1094,3185
747844099428986880,825,3029
747816857231626240,1287,5244
747651430853525504,174,1491
747648653817413632,6466,13932
747600769478692864,604,2507
747594051852075008,1174,3975
747512671126323200,1754,6007
747461612269887489,1148,4179
747439450712596480,2138,5872
747219827526344708,1743,5695
747204161125646336,1015,3657
747103485104099331,4436,10357
746906459439529985,328,3114
746818907684614144,1899,5707
746790600704425984,1767,5253
746757706116112384,4313,10292
746542875601690625,2058,5427
746521445350707200,1085,0
746507379341139972,1196,5006
746369468511756288,1817,6511
746131877086527488,2442,7425
746056683365994496,909,3826
745789745784041472,1177,4356
745712589599014916,2574,7518
745433870967832576,2811,7665
745422732645535745,2700,9237
745314880350101504,3059,7706
745074613265149952,3882,8434
745057283344719872,2529,7794
744995568523612160,695,3218
744971049620602880,2966,8480
744709971296780288,1720,6031
744334592493166593,2370,7275
744234799360020481,77699,128712
744223424764059648,414,1828
743980027717509120,1204,4471
743895849529389061,1056,3925
743835915802583040,2319,0
743609206067040256,1519,4827
743595368194129920,7257,19896
743210557239623680,1507,4130
742534281772302336,3918,7580
742528092657332225,2193,4787
742465774154047488,4282,7800
742423170473463808,4207,10609
742385895052087300,2200,7317
742150209887731712,1729,5548
741793263812808706,1663,4894
741743634094141440,3053,8783
741438259667034112,920,3948
741303864243200000,3565,9444
741099773336379392,6096,10783
741067306818797568,3420,10150
740995100998766593,3061,6892
740711788199743490,1031,3670
740699697422163968,861,3050
740676976021798912,7514,19503
740373189193256964,14681,37277
740365076218183684,482,2666
739979191639244800,6539,21451
739844404073074688,936,4070
739623569819336705,1503,4100
739606147276148736,1828,5798
739544079319588864,23685,42793
739485634323156992,3241,7752
739238157791694849,51130,73643
738891149612572673,6,114
738885046782832640,1254,4048
738883359779196928,895,3595
738537504001953792,1720,5475
738402415918125056,936,3524
738184450748633089,1333,4641
738166403467907072,3751,9448
738156290900254721,731,2714
737826014890496000,1955,5654
737800304142471168,3816,10731
737678689543020544,1472,5417
736736130620620800,1924,4637
736392552031657984,8201,19081
736365877722001409,1373,4296
736225175608430592,3046,8729
736010884653420544,3268,8492
735991953473572864,1265,3867
735635087207878657,2598,6656
735274964362878976,5601,13965
735256018284875776,971,3600
